Service Type,Current participants
Capital,41.00 - 50.00
Community Participation Care,81.00 - 90.00
Early Childhood Supports,<=20
Group Centre Care,21.00 - 30.00
High Needs Personal Care,31.00 - 40.00
Other Capacity Building,101.00 - 110.00
Other Core,141.00 - 150.00
Personal Care,51.00 - 60.00
Plan Management,111.00 - 120.00
Shared Accommodation Supports,31.00 - 40.00
Support Coordination,91.00 - 100.00
Therapy,91.00 - 100.00
Total,191.00 - 200.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,21.00 - 30.00
,
Service Type,Current spend
Capital,$306246
Community Participation Care,$2445097
Early Childhood Supports,$49438
Group Centre Care,$391653
High Needs Personal Care,$432984
Other Capacity Building,$1002867
Other Core,$1492056
Personal Care,$1783282
Plan Management,$147917
Shared Accommodation Supports,$3617672
Support Coordination,$431311
Therapy,$878300
Total,$12978800
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,38,26,12
Community Participation Care,153,60,93
Early Childhood Supports,18,9,9
Group Centre Care,24,17,7
High Needs Personal Care,29,15,14
Other Capacity Building,110,38,72
Other Core,256,100,156
Personal Care,113,36,77
Plan Management,38,38,<5
Shared Accommodation Supports,25,13,12
Support Coordination,82,62,20
Therapy,186,76,110
Total,762,310,452
,
