Service Type,Current participants
Capital,181.00 - 190.00
Community Participation Care,221.00 - 230.00
Early Childhood Supports,91.00 - 100.00
Group Centre Care,81.00 - 90.00
High Needs Personal Care,51.00 - 60.00
Other Capacity Building,311.00 - 320.00
Other Core,441.00 - 450.00
Personal Care,171.00 - 180.00
Plan Management,391.00 - 400.00
Shared Accommodation Supports,71.00 - 80.00
Support Coordination,241.00 - 250.00
Therapy,341.00 - 350.00
Total,611.00 - 620.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,81.00 - 90.00
,
Service Type,Current spend
Capital,$1575366
Community Participation Care,$5504136
Early Childhood Supports,$544690
Group Centre Care,$2282796
High Needs Personal Care,$2077287
Other Capacity Building,$3230640
Other Core,$7070724
Personal Care,$10632761
Plan Management,$519417
Shared Accommodation Supports,$8143198
Support Coordination,$981592
Therapy,$3111286
Total,$45673900
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,153,87,66
Community Participation Care,285,113,172
Early Childhood Supports,97,33,64
Group Centre Care,51,28,23
High Needs Personal Care,64,30,34
Other Capacity Building,291,111,180
Other Core,558,201,357
Personal Care,251,82,169
Plan Management,80,80,<5
Shared Accommodation Supports,58,26,32
Support Coordination,180,130,50
Therapy,469,163,306
Total,1638,614,1024
,
