Service Type,Current participants
Capital,121.00 - 130.00
Community Participation Care,151.00 - 160.00
Early Childhood Supports,181.00 - 190.00
Group Centre Care,41.00 - 50.00
High Needs Personal Care,51.00 - 60.00
Other Capacity Building,191.00 - 200.00
Other Core,311.00 - 320.00
Personal Care,111.00 - 120.00
Plan Management,391.00 - 400.00
Shared Accommodation Supports,31.00 - 40.00
Support Coordination,151.00 - 160.00
Therapy,331.00 - 340.00
Total,531.00 - 540.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,21.00 - 30.00
,
Service Type,Current spend
Capital,$565875
Community Participation Care,$2729608
Early Childhood Supports,$1162185
Group Centre Care,$830527
High Needs Personal Care,$560528
Other Capacity Building,$1698321
Other Core,$3246729
Personal Care,$2847959
Plan Management,$523996
Shared Accommodation Supports,$1828216
Support Coordination,$564908
Therapy,$2048705
Total,$18607600
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,108,60,48
Community Participation Care,173,57,116
Early Childhood Supports,127,48,79
Group Centre Care,32,16,16
High Needs Personal Care,52,24,28
Other Capacity Building,167,73,94
Other Core,351,121,230
Personal Care,148,42,106
Plan Management,61,61,<5
Shared Accommodation Supports,39,18,21
Support Coordination,109,77,32
Therapy,353,125,228
Total,1133,444,689
,
