Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,21.00 - 30.00
Other Core,21.00 - 30.00
Personal Care,<=20
Plan Management,21.00 - 30.00
Shared Accommodation Supports,<=20
Support Coordination,21.00 - 30.00
Therapy,21.00 - 30.00
Total,41.00 - 50.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$140010
Community Participation Care,$858833
Early Childhood Supports,$19274
Group Centre Care,$1776
High Needs Personal Care,$1173
Other Capacity Building,$233971
Other Core,$512562
Personal Care,$311885
Plan Management,$27246
Shared Accommodation Supports,$2200046
Support Coordination,$48409
Therapy,$139356
Total,$4494500
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,12,8,<5
Community Participation Care,28,11,17
Early Childhood Supports,6,<5,<5
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,30,7,23
Other Core,45,21,24
Personal Care,28,5,23
Plan Management,12,12,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,16,9,7
Therapy,34,19,15
Total,159,72,87
,
