Service Type,Current participants
Capital,61.00 - 70.00
Community Participation Care,61.00 - 70.00
Early Childhood Supports,51.00 - 60.00
Group Centre Care,31.00 - 40.00
High Needs Personal Care,21.00 - 30.00
Other Capacity Building,101.00 - 110.00
Other Core,121.00 - 130.00
Personal Care,51.00 - 60.00
Plan Management,151.00 - 160.00
Shared Accommodation Supports,<=20
Support Coordination,101.00 - 110.00
Therapy,141.00 - 150.00
Total,221.00 - 230.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,21.00 - 30.00
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$258786
Community Participation Care,$1845237
Early Childhood Supports,$321037
Group Centre Care,$550321
High Needs Personal Care,$282554
Other Capacity Building,$712874
Other Core,$876594
Personal Care,$1774276
Plan Management,$206163
Shared Accommodation Supports,$368061
Support Coordination,$226376
Therapy,$901775
Total,$8324100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,65,26,39
Community Participation Care,66,15,51
Early Childhood Supports,29,12,17
Group Centre Care,7,<5,<5
High Needs Personal Care,24,<5,20
Other Capacity Building,84,20,64
Other Core,165,46,119
Personal Care,66,12,54
Plan Management,33,33,<5
Shared Accommodation Supports,10,<5,6
Support Coordination,36,22,14
Therapy,99,27,72
Total,405,131,274
,
