Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,<=20
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,<=20
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$2760
Community Participation Care,$68973
Early Childhood Supports,$3377
Group Centre Care,$6360
High Needs Personal Care,$2044
Other Capacity Building,$33682
Other Core,$63436
Personal Care,$11825
Plan Management,$19452
Shared Accommodation Supports,$1325
Support Coordination,$5458
Therapy,$79168
Total,$297900
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,<5,<5,<5
Community Participation Care,10,<5,7
Early Childhood Supports,<5,<5,<5
Group Centre Care,5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,5,<5,<5
Other Core,9,<5,5
Personal Care,6,<5,<5
Plan Management,6,6,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,<5,<5,<5
Therapy,23,7,16
Total,49,19,30
,
