Service Type,Current participants
Capital,<=20
Other Capacity Building,<=20
Other Core,<=20
Plan Management,<=20
Support Coordination,<=20
Therapy,<=20
Total,<=20
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$18310
Other Capacity Building,$5499
Other Core,$275254
Plan Management,$4127
Support Coordination,$4028
Therapy,$20700
Total,$327900
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,5,<5,<5
Other Capacity Building,<5,<5,<5
Other Core,16,<5,15
Plan Management,<5,<5,<5
Support Coordination,<5,<5,<5
Therapy,5,<5,<5
Total,31,13,18
,
