Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,<=20
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,21.00 - 30.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$203119
Community Participation Care,$243582
Early Childhood Supports,$698
Other Capacity Building,$119482
Other Core,$517545
Personal Care,$305041
Plan Management,$22337
Shared Accommodation Supports,$870971
Support Coordination,$64464
Therapy,$147577
Total,$2494800
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,15,11,<5
Community Participation Care,13,5,8
Early Childhood Supports,<5,<5,<5
Other Capacity Building,8,<5,<5
Other Core,35,21,14
Personal Care,18,10,8
Plan Management,7,7,<5
Shared Accommodation Supports,5,<5,<5
Support Coordination,12,8,<5
Therapy,19,14,5
Total,93,58,35
,
