Service Type,Current participants
Capital,181.00 - 190.00
Community Participation Care,241.00 - 250.00
Early Childhood Supports,141.00 - 150.00
Group Centre Care,51.00 - 60.00
High Needs Personal Care,71.00 - 80.00
Other Capacity Building,361.00 - 370.00
Other Core,451.00 - 460.00
Personal Care,171.00 - 180.00
Plan Management,451.00 - 460.00
Shared Accommodation Supports,91.00 - 100.00
Support Coordination,291.00 - 300.00
Therapy,411.00 - 420.00
Total,701.00 - 710.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,41.00 - 50.00
Cultural and Linguistically Diverse participants,111.00 - 120.00
,
Service Type,Current spend
Capital,$1222381
Community Participation Care,$7366128
Early Childhood Supports,$738286
Group Centre Care,$754624
High Needs Personal Care,$1444599
Other Capacity Building,$3343834
Other Core,$6766882
Personal Care,$5865436
Plan Management,$593650
Shared Accommodation Supports,$16159749
Support Coordination,$1099523
Therapy,$3334580
Total,$48689700
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,160,100,60
Community Participation Care,345,136,209
Early Childhood Supports,122,47,75
Group Centre Care,47,27,20
High Needs Personal Care,82,40,42
Other Capacity Building,317,136,181
Other Core,534,192,342
Personal Care,239,77,162
Plan Management,91,91,<5
Shared Accommodation Supports,85,42,43
Support Coordination,236,159,77
Therapy,475,178,297
Total,1681,674,1007
,
