Service Type,Current participants
Capital,101.00 - 110.00
Community Participation Care,161.00 - 170.00
Early Childhood Supports,41.00 - 50.00
Group Centre Care,41.00 - 50.00
High Needs Personal Care,21.00 - 30.00
Other Capacity Building,191.00 - 200.00
Other Core,231.00 - 240.00
Personal Care,71.00 - 80.00
Plan Management,201.00 - 210.00
Shared Accommodation Supports,91.00 - 100.00
Support Coordination,181.00 - 190.00
Therapy,251.00 - 260.00
Total,391.00 - 400.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$936765
Community Participation Care,$4887835
Early Childhood Supports,$355262
Group Centre Care,$217313
High Needs Personal Care,$228469
Other Capacity Building,$1897506
Other Core,$3352271
Personal Care,$2732246
Plan Management,$261266
Shared Accommodation Supports,$15542833
Support Coordination,$517897
Therapy,$2097585
Total,$33027200
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,92,66,26
Community Participation Care,145,84,61
Early Childhood Supports,47,23,24
Group Centre Care,16,13,<5
High Needs Personal Care,23,12,11
Other Capacity Building,140,76,64
Other Core,252,96,156
Personal Care,93,43,50
Plan Management,47,47,<5
Shared Accommodation Supports,39,31,8
Support Coordination,112,84,28
Therapy,215,112,103
Total,791,388,403
,
