Service Type,Current participants
Capital,251.00 - 260.00
Community Participation Care,331.00 - 340.00
Early Childhood Supports,351.00 - 360.00
Group Centre Care,101.00 - 110.00
High Needs Personal Care,91.00 - 100.00
Other Capacity Building,851.00 - 860.00
Other Core,941.00 - 950.00
Personal Care,241.00 - 250.00
Plan Management,751.00 - 760.00
Shared Accommodation Supports,81.00 - 90.00
Support Coordination,341.00 - 350.00
Therapy,661.00 - 670.00
Total,1501 - 1510
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,41.00 - 50.00
Cultural and Linguistically Diverse participants,141.00 - 150.00
,
Service Type,Current spend
Capital,$1633940
Community Participation Care,$6939533
Early Childhood Supports,$2446529
Group Centre Care,$1618686
High Needs Personal Care,$1383289
Other Capacity Building,$9046688
Other Core,$9587251
Personal Care,$13222057
Plan Management,$948740
Shared Accommodation Supports,$8433710
Support Coordination,$1462938
Therapy,$4549641
Total,$61273000
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,186,104,82
Community Participation Care,444,152,292
Early Childhood Supports,201,71,130
Group Centre Care,73,35,38
High Needs Personal Care,106,34,72
Other Capacity Building,575,185,390
Other Core,866,252,614
Personal Care,412,112,300
Plan Management,85,85,<5
Shared Accommodation Supports,76,44,32
Support Coordination,207,146,61
Therapy,640,205,435
Total,2389,759,1630
,
