Service Type,Current participants
Capital,41.00 - 50.00
Community Participation Care,61.00 - 70.00
Early Childhood Supports,31.00 - 40.00
Group Centre Care,21.00 - 30.00
High Needs Personal Care,21.00 - 30.00
Other Capacity Building,71.00 - 80.00
Other Core,111.00 - 120.00
Personal Care,41.00 - 50.00
Plan Management,111.00 - 120.00
Shared Accommodation Supports,21.00 - 30.00
Support Coordination,71.00 - 80.00
Therapy,81.00 - 90.00
Total,151.00 - 160.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$130410
Community Participation Care,$1390937
Early Childhood Supports,$93874
Group Centre Care,$318318
High Needs Personal Care,$323080
Other Capacity Building,$510512
Other Core,$1213852
Personal Care,$752919
Plan Management,$147097
Shared Accommodation Supports,$379080
Support Coordination,$318496
Therapy,$496391
Total,$6075000
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,35,17,18
Community Participation Care,121,13,108
Early Childhood Supports,26,9,17
Group Centre Care,20,5,15
High Needs Personal Care,20,5,15
Other Capacity Building,71,16,55
Other Core,155,38,117
Personal Care,62,<5,58
Plan Management,21,21,<5
Shared Accommodation Supports,38,<5,36
Support Coordination,46,27,19
Therapy,117,23,94
Total,443,119,324
,
