Service Type,Current participants
Capital,31.00 - 40.00
Community Participation Care,41.00 - 50.00
Early Childhood Supports,41.00 - 50.00
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,51.00 - 60.00
Other Core,81.00 - 90.00
Personal Care,31.00 - 40.00
Plan Management,101.00 - 110.00
Shared Accommodation Supports,<=20
Support Coordination,31.00 - 40.00
Therapy,91.00 - 100.00
Total,151.00 - 160.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$643472
Community Participation Care,$1308538
Early Childhood Supports,$316014
Group Centre Care,$92106
High Needs Personal Care,$427901
Other Capacity Building,$627671
Other Core,$510514
Personal Care,$2193430
Plan Management,$134401
Shared Accommodation Supports,$2888623
Support Coordination,$247803
Therapy,$576835
Total,$9967300
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,42,31,11
Community Participation Care,51,31,20
Early Childhood Supports,51,23,28
Group Centre Care,9,6,<5
High Needs Personal Care,17,9,8
Other Capacity Building,66,34,32
Other Core,124,66,58
Personal Care,47,24,23
Plan Management,33,33,<5
Shared Accommodation Supports,24,19,5
Support Coordination,41,36,5
Therapy,151,74,77
Total,448,251,197
,
