Service Type,Current participants
Capital,41.00 - 50.00
Community Participation Care,71.00 - 80.00
Early Childhood Supports,21.00 - 30.00
Group Centre Care,21.00 - 30.00
High Needs Personal Care,21.00 - 30.00
Other Capacity Building,61.00 - 70.00
Other Core,111.00 - 120.00
Personal Care,41.00 - 50.00
Plan Management,111.00 - 120.00
Shared Accommodation Supports,21.00 - 30.00
Support Coordination,61.00 - 70.00
Therapy,81.00 - 90.00
Total,141.00 - 150.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$260392
Community Participation Care,$1404851
Early Childhood Supports,$97603
Group Centre Care,$302162
High Needs Personal Care,$325166
Other Capacity Building,$458369
Other Core,$697617
Personal Care,$1013326
Plan Management,$146604
Shared Accommodation Supports,$1075895
Support Coordination,$350396
Therapy,$609516
Total,$6741900
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,53,30,23
Community Participation Care,114,22,92
Early Childhood Supports,23,7,16
Group Centre Care,21,11,10
High Needs Personal Care,25,8,17
Other Capacity Building,49,21,28
Other Core,185,56,129
Personal Care,56,8,48
Plan Management,26,26,<5
Shared Accommodation Supports,25,8,17
Support Coordination,46,25,21
Therapy,105,24,81
Total,475,158,317
,
