Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,<=20
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,<=20
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$83854
Community Participation Care,$125318
Early Childhood Supports,$1680
Group Centre Care,$6168
High Needs Personal Care,$4507
Other Capacity Building,$968
Other Core,$48537
Personal Care,$245198
Plan Management,$15237
Shared Accommodation Supports,$1985
Support Coordination,$33045
Therapy,$63894
Total,$630400
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,11,7,<5
Community Participation Care,9,<5,7
Early Childhood Supports,<5,<5,<5
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,<5,<5,<5
Other Core,24,12,12
Personal Care,13,<5,11
Plan Management,9,9,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,11,<5,7
Therapy,19,8,11
Total,83,38,45
,
