Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,<=20
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,21.00 - 30.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$20496
Community Participation Care,$115460
Early Childhood Supports,$42520
Group Centre Care,$734
High Needs Personal Care,$622
Other Capacity Building,$61714
Other Core,$105639
Personal Care,$61186
Plan Management,$28060
Shared Accommodation Supports,$2000
Support Coordination,$21106
Therapy,$84575
Total,$544100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,20,<5,17
Community Participation Care,7,<5,<5
Early Childhood Supports,14,6,8
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,31,5,26
Other Core,78,7,71
Personal Care,10,<5,7
Plan Management,9,9,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,<5,<5,<5
Therapy,33,14,19
Total,167,42,125
,
