Service Type,Current participants
Capital,221.00 - 230.00
Community Participation Care,431.00 - 440.00
Early Childhood Supports,311.00 - 320.00
Group Centre Care,171.00 - 180.00
High Needs Personal Care,131.00 - 140.00
Other Capacity Building,481.00 - 490.00
Other Core,651.00 - 660.00
Personal Care,291.00 - 300.00
Plan Management,771.00 - 780.00
Shared Accommodation Supports,151.00 - 160.00
Support Coordination,501.00 - 510.00
Therapy,801.00 - 810.00
Total,1211 - 1220
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,121.00 - 130.00
Cultural and Linguistically Diverse participants,141.00 - 150.00
,
Service Type,Current spend
Capital,$1372122
Community Participation Care,$12881056
Early Childhood Supports,$2069788
Group Centre Care,$2693224
High Needs Personal Care,$2692421
Other Capacity Building,$4847886
Other Core,$6176006
Personal Care,$11943201
Plan Management,$1000656
Shared Accommodation Supports,$24356947
Support Coordination,$2053678
Therapy,$6088838
Total,$78175800
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,149,105,44
Community Participation Care,418,223,195
Early Childhood Supports,164,98,66
Group Centre Care,75,51,24
High Needs Personal Care,107,67,40
Other Capacity Building,352,195,157
Other Core,575,234,341
Personal Care,302,152,150
Plan Management,132,132,<5
Shared Accommodation Supports,105,72,33
Support Coordination,273,207,66
Therapy,640,318,322
Total,1916,938,978
,
