Service Type,Current participants
Capital,71.00 - 80.00
Community Participation Care,121.00 - 130.00
Early Childhood Supports,41.00 - 50.00
Group Centre Care,51.00 - 60.00
High Needs Personal Care,41.00 - 50.00
Other Capacity Building,201.00 - 210.00
Other Core,221.00 - 230.00
Personal Care,71.00 - 80.00
Plan Management,181.00 - 190.00
Shared Accommodation Supports,41.00 - 50.00
Support Coordination,131.00 - 140.00
Therapy,191.00 - 200.00
Total,351.00 - 360.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,61.00 - 70.00
,
Service Type,Current spend
Capital,$686865
Community Participation Care,$2988697
Early Childhood Supports,$244189
Group Centre Care,$831687
High Needs Personal Care,$689272
Other Capacity Building,$2629911
Other Core,$2166410
Personal Care,$2605312
Plan Management,$240404
Shared Accommodation Supports,$6935724
Support Coordination,$464478
Therapy,$1833539
Total,$22316500
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,65,53,12
Community Participation Care,144,86,58
Early Childhood Supports,54,28,26
Group Centre Care,36,25,11
High Needs Personal Care,37,26,11
Other Capacity Building,199,79,120
Other Core,236,114,122
Personal Care,97,48,49
Plan Management,58,58,<5
Shared Accommodation Supports,29,15,14
Support Coordination,106,90,16
Therapy,261,135,126
Total,859,443,416
,
