Service Type,Current participants
Capital,151.00 - 160.00
Community Participation Care,271.00 - 280.00
Early Childhood Supports,101.00 - 110.00
Group Centre Care,91.00 - 100.00
High Needs Personal Care,81.00 - 90.00
Other Capacity Building,311.00 - 320.00
Other Core,421.00 - 430.00
Personal Care,181.00 - 190.00
Plan Management,411.00 - 420.00
Shared Accommodation Supports,101.00 - 110.00
Support Coordination,231.00 - 240.00
Therapy,371.00 - 380.00
Total,621.00 - 630.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,21.00 - 30.00
,
Service Type,Current spend
Capital,$770945
Community Participation Care,$7716479
Early Childhood Supports,$550921
Group Centre Care,$1372481
High Needs Personal Care,$1061814
Other Capacity Building,$2756771
Other Core,$5985042
Personal Care,$5770094
Plan Management,$545611
Shared Accommodation Supports,$5741091
Support Coordination,$990464
Therapy,$2744060
Total,$36005800
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,115,63,52
Community Participation Care,504,81,423
Early Childhood Supports,110,22,88
Group Centre Care,66,23,43
High Needs Personal Care,98,23,75
Other Capacity Building,285,77,208
Other Core,604,158,446
Personal Care,362,48,314
Plan Management,93,93,<5
Shared Accommodation Supports,112,24,88
Support Coordination,170,84,86
Therapy,504,106,398
Total,1935,471,1464
,
