Service Type,Current participants
Capital,41.00 - 50.00
Community Participation Care,81.00 - 90.00
Early Childhood Supports,31.00 - 40.00
Group Centre Care,31.00 - 40.00
High Needs Personal Care,21.00 - 30.00
Other Capacity Building,161.00 - 170.00
Other Core,171.00 - 180.00
Personal Care,61.00 - 70.00
Plan Management,131.00 - 140.00
Shared Accommodation Supports,21.00 - 30.00
Support Coordination,81.00 - 90.00
Therapy,131.00 - 140.00
Total,271.00 - 280.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$318485
Community Participation Care,$1866445
Early Childhood Supports,$200560
Group Centre Care,$630252
High Needs Personal Care,$235150
Other Capacity Building,$1585891
Other Core,$1570587
Personal Care,$2018915
Plan Management,$177278
Shared Accommodation Supports,$1691067
Support Coordination,$299682
Therapy,$1059379
Total,$11653700
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,40,29,11
Community Participation Care,115,51,64
Early Childhood Supports,50,19,31
Group Centre Care,26,13,13
High Needs Personal Care,26,19,7
Other Capacity Building,133,52,81
Other Core,219,85,134
Personal Care,83,29,54
Plan Management,37,37,<5
Shared Accommodation Supports,15,9,6
Support Coordination,52,40,12
Therapy,183,84,99
Total,653,293,360
,
