Service Type,Current participants
Capital,31.00 - 40.00
Community Participation Care,61.00 - 70.00
Early Childhood Supports,61.00 - 70.00
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,111.00 - 120.00
Other Core,111.00 - 120.00
Personal Care,31.00 - 40.00
Plan Management,141.00 - 150.00
Shared Accommodation Supports,<=20
Support Coordination,61.00 - 70.00
Therapy,141.00 - 150.00
Total,241.00 - 250.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,21.00 - 30.00
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$257059
Community Participation Care,$1814110
Early Childhood Supports,$472220
Group Centre Care,$282846
High Needs Personal Care,$280667
Other Capacity Building,$913843
Other Core,$603801
Personal Care,$1241684
Plan Management,$184560
Shared Accommodation Supports,$4008450
Support Coordination,$229357
Therapy,$897854
Total,$11186400
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,38,28,10
Community Participation Care,77,34,43
Early Childhood Supports,69,44,25
Group Centre Care,14,9,5
High Needs Personal Care,23,12,11
Other Capacity Building,96,64,32
Other Core,160,81,79
Personal Care,63,20,43
Plan Management,26,26,<5
Shared Accommodation Supports,15,11,<5
Support Coordination,53,33,20
Therapy,158,106,52
Total,502,282,220
,
