Service Type,Current participants
Capital,91.00 - 100.00
Community Participation Care,101.00 - 110.00
Early Childhood Supports,31.00 - 40.00
Group Centre Care,<=20
High Needs Personal Care,41.00 - 50.00
Other Capacity Building,151.00 - 160.00
Other Core,181.00 - 190.00
Personal Care,61.00 - 70.00
Plan Management,131.00 - 140.00
Shared Accommodation Supports,51.00 - 60.00
Support Coordination,121.00 - 130.00
Therapy,161.00 - 170.00
Total,241.00 - 250.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$1184836
Community Participation Care,$3773048
Early Childhood Supports,$153134
Group Centre Care,$115024
High Needs Personal Care,$2203598
Other Capacity Building,$1403821
Other Core,$2362079
Personal Care,$1738501
Plan Management,$174312
Shared Accommodation Supports,$16345154
Support Coordination,$507154
Therapy,$1823963
Total,$31784600
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,68,52,16
Community Participation Care,104,45,59
Early Childhood Supports,37,16,21
Group Centre Care,13,7,6
High Needs Personal Care,28,10,18
Other Capacity Building,115,50,65
Other Core,204,91,113
Personal Care,75,24,51
Plan Management,29,29,<5
Shared Accommodation Supports,26,9,17
Support Coordination,94,67,27
Therapy,190,81,109
Total,672,306,366
,
