Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,<=20
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,<=20
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$9001
Community Participation Care,$212204
Early Childhood Supports,$23509
Group Centre Care,$125703
High Needs Personal Care,$413
Other Capacity Building,$77117
Other Core,$59513
Personal Care,$201739
Plan Management,$18124
Shared Accommodation Supports,$346249
Support Coordination,$39909
Therapy,$72003
Total,$1185500
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,7,<5,6
Community Participation Care,19,<5,19
Early Childhood Supports,7,<5,7
Group Centre Care,10,<5,10
High Needs Personal Care,<5,<5,<5
Other Capacity Building,12,<5,10
Other Core,22,6,16
Personal Care,13,<5,12
Plan Management,<5,<5,<5
Shared Accommodation Supports,11,<5,10
Support Coordination,<5,<5,<5
Therapy,24,<5,20
Total,72,15,57
,
