Service Type,Current participants
Capital,41.00 - 50.00
Community Participation Care,71.00 - 80.00
Early Childhood Supports,<=20
Group Centre Care,21.00 - 30.00
High Needs Personal Care,<=20
Other Capacity Building,171.00 - 180.00
Other Core,191.00 - 200.00
Personal Care,61.00 - 70.00
Plan Management,111.00 - 120.00
Shared Accommodation Supports,<=20
Support Coordination,81.00 - 90.00
Therapy,101.00 - 110.00
Total,261.00 - 270.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$246018
Community Participation Care,$1739792
Early Childhood Supports,$114054
Group Centre Care,$456662
High Needs Personal Care,$969581
Other Capacity Building,$1854384
Other Core,$2140396
Personal Care,$2873432
Plan Management,$149820
Shared Accommodation Supports,$1305095
Support Coordination,$416929
Therapy,$863877
Total,$13130000
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,47,29,18
Community Participation Care,134,57,77
Early Childhood Supports,28,11,17
Group Centre Care,24,13,11
High Needs Personal Care,25,9,16
Other Capacity Building,158,56,102
Other Core,232,92,140
Personal Care,84,35,49
Plan Management,39,39,<5
Shared Accommodation Supports,21,13,8
Support Coordination,77,65,12
Therapy,200,80,120
Total,749,328,421
,
