Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,21.00 - 30.00
Personal Care,<=20
Plan Management,21.00 - 30.00
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,31.00 - 40.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$56466
Community Participation Care,$271135
Early Childhood Supports,$15650
Group Centre Care,$107250
High Needs Personal Care,$513
Other Capacity Building,$152893
Other Core,$215913
Personal Care,$59735
Plan Management,$30066
Shared Accommodation Supports,$18527
Support Coordination,$39402
Therapy,$136849
Total,$1104400
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,19,13,6
Community Participation Care,28,6,22
Early Childhood Supports,9,<5,7
Group Centre Care,7,<5,6
High Needs Personal Care,<5,<5,<5
Other Capacity Building,5,<5,<5
Other Core,45,14,31
Personal Care,15,<5,11
Plan Management,13,13,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,11,7,<5
Therapy,41,12,29
Total,147,60,87
,
