Service Type,Current participants
Capital,21.00 - 30.00
Community Participation Care,31.00 - 40.00
Early Childhood Supports,31.00 - 40.00
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,21.00 - 30.00
Other Core,51.00 - 60.00
Personal Care,<=20
Plan Management,91.00 - 100.00
Shared Accommodation Supports,<=20
Support Coordination,81.00 - 90.00
Therapy,71.00 - 80.00
Total,101.00 - 110.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,41.00 - 50.00
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$52402
Community Participation Care,$921485
Early Childhood Supports,$219152
Group Centre Care,$5751
High Needs Personal Care,$43326
Other Capacity Building,$166924
Other Core,$168506
Personal Care,$732100
Plan Management,$131154
Shared Accommodation Supports,$214087
Support Coordination,$246839
Therapy,$297091
Total,$3198800
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,15,8,7
Community Participation Care,46,11,35
Early Childhood Supports,24,10,14
Group Centre Care,5,<5,<5
High Needs Personal Care,9,6,<5
Other Capacity Building,24,13,11
Other Core,56,18,38
Personal Care,28,7,21
Plan Management,32,32,<5
Shared Accommodation Supports,9,5,<5
Support Coordination,33,23,10
Therapy,48,27,21
Total,213,111,102
,
