Service Type,Current participants
Capital,51.00 - 60.00
Community Participation Care,121.00 - 130.00
Early Childhood Supports,41.00 - 50.00
Group Centre Care,21.00 - 30.00
High Needs Personal Care,31.00 - 40.00
Other Capacity Building,111.00 - 120.00
Other Core,181.00 - 190.00
Personal Care,101.00 - 110.00
Plan Management,181.00 - 190.00
Shared Accommodation Supports,21.00 - 30.00
Support Coordination,161.00 - 170.00
Therapy,151.00 - 160.00
Total,271.00 - 280.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,71.00 - 80.00
,
Service Type,Current spend
Capital,$690944
Community Participation Care,$3343124
Early Childhood Supports,$513242
Group Centre Care,$193736
High Needs Personal Care,$339386
Other Capacity Building,$1333027
Other Core,$1568544
Personal Care,$4054882
Plan Management,$238359
Shared Accommodation Supports,$974533
Support Coordination,$795550
Therapy,$1242796
Total,$15288100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,64,40,24
Community Participation Care,229,89,140
Early Childhood Supports,58,20,38
Group Centre Care,26,17,9
High Needs Personal Care,36,14,22
Other Capacity Building,112,46,66
Other Core,247,100,147
Personal Care,158,64,94
Plan Management,65,65,<5
Shared Accommodation Supports,21,14,7
Support Coordination,138,100,38
Therapy,292,102,190
Total,966,413,553
,
